,用户的id,用户的姓名,保密,女,男,"用户的签名（0,1）",用户的等级,有没有佩戴粉丝牌,vip,关注数,粉丝数,收藏夹总视频数,收藏夹id,视频数量,视频的时长,视频的bv_id,视频的id,视频的收藏数,视频的播放数,视频的弹幕数,点赞数,投币数,分享数,视频的up主的粉丝数,这个视频的第几个tag,标签的id,标签的名字,标签的订阅数,这个标签下的视频投稿数,这个标签下的精选视频数,大Tag
3099,8164.0,Umiiiiiii,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.765861232,-0.082145819,-0.512366162,62319064.0,13.0,5967.0,BV1Yx411a7D2,11122420.0,-0.180420665,-0.209501015,0.608076091,-0.288749251,-0.227447609,-0.177706771,-0.14090867,0.0,81265.0,日本综艺,-0.462583622,-0.482983932,-0.371525098,综艺
3109,8165.0,博士,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,-0.661815923,-0.082662573,-0.314503519,127061265.0,34.0,17513.0,BV1pJ411L7Yc,82152762.0,-0.232503941,-0.153889779,0.013980572,-0.260805969,-0.201634247,-0.233344979,-0.147671551,0.0,81265.0,日本综艺,-0.462583622,-0.482983932,-0.371525098,综艺
3238,8199.0,紫苏九月,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.625400066,0.263471744,-0.505265055,54220599.0,35.0,85.0,BV1g5411e7Ac,456335300.0,-0.292721578,-0.02453783,-0.111297784,-0.157238567,-0.230027157,-0.29271651,-0.002468503,0.0,9222.0,英雄联盟,1.756929008,0.304563615,0.332543809,游戏
3251,8208.0,哦哦也三郎,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,-0.810080488,-0.082690505,-0.495258951,62676508.0,66.0,255.0,BV11r4y127XV,763590760.0,-0.027436822,-0.039779324,-0.153008279,-0.085538057,-0.180023269,-0.027483611,-0.148161172,1.0,12784.0,开口跪,-0.408889643,-0.426306248,-0.32549155,音乐
3258,8236.0,小九阿噜,0.0,1.0,0.0,0.0,-2.300212141,0.0,0.0,-0.825687284,-0.082746371,-0.501714502,62498236.0,46.0,12118.0,BV1mE41187KT,74167384.0,-0.06978891,-0.149770857,0.356182881,-0.240889161,-0.211268434,-0.071994177,-0.048370415,0.0,11687.0,综艺,0.010288608,0.874805458,0.187460828,综艺
3275,8237.0,零出,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.690428383,-0.082732404,-0.47686063,62080637.0,123.0,244.0,BV1ch411z7GE,206888549.0,-0.309836006,-0.298133964,-0.161629428,-0.309932768,-0.242473364,-0.309830823,-0.209440224,0.0,17941.0,恐怖游戏,-0.164654039,-0.385221116,-0.320603914,游戏
3300,8271.0,待清除用户,0.0,0.0,1.0,1.0,-0.731780643,1.0,0.0,-0.734647639,-0.082159785,-0.423925111,47199371.0,244.0,102.0,BV1EU4y1P74x,675334318.0,-0.27461122,-0.232029144,-0.159308914,-0.264789331,-0.238780632,-0.274606273,-0.170071684,0.0,72303.0,游泳,-0.63213431,-0.497091477,-0.378208192,运动
3347,8276.0,农作物,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,0.537306254,-0.081957273,1.3319848,60034276.0,503.0,547.0,BV1qy4y1V7wx,804900462.0,-0.01002751,0.216683063,-0.020342466,0.268981129,-0.171082028,-0.010792149,0.487151892,0.0,4346.0,脱口秀,-0.438084353,-0.470608892,-0.359854621,综艺
3658,8308.0,坝绿是念来过倒,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,0.222569197,-0.082383246,-0.468791191,103173108.0,148.0,989.0,BV1pA411t76G,328130745.0,-0.307743995,-0.295783489,-0.154403525,-0.301452191,-0.237233797,-0.307738826,-0.213433691,0.0,898091.0,彩虹六号围攻,-0.642050609,-0.464916373,-0.390527029,游戏
3659,8326.0,白木亚绘香,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.836091815,-0.082711455,-0.505910611,62493326.0,33.0,243.0,BV1Yx411c7Qs,58751.0,-0.248689205,-0.219927309,-0.07374365,-0.290908233,-0.236768853,-0.250036441,-0.196113369,0.0,43766.0,圣歌,-0.68856288,-0.510636701,-0.396511889,游戏
3663,8372.0,青澄子SS,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,1.028920336,-0.081922358,-0.33419295,79169272.0,103.0,82.0,BV1pE411G7JD,95973196.0,0.283805403,0.408719425,-0.032003781,1.181170943,0.378804275,0.284090351,0.272942969,1.0,4346.0,脱口秀,-0.438079811,-0.470608892,-0.359854621,综艺
3815,8387.0,天2,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,-0.768462364,-0.082641623,-0.509138386,62060187.0,19.0,654.0,BV1TK4y1V7Wu,888359896.0,2.162915033,0.709961185,0.001129627,0.571716613,0.714100801,2.164661763,0.425949342,1.0,1011490.0,马甲线,-0.59195884,-0.505259004,-0.388532076,运动
3833,8437.0,GreatCoffee,0.0,0.0,1.0,1.0,0.836650855,0.0,1.0,1.520534417,0.000709381,-0.333547395,1404872837.0,10.0,144.0,BV1c34y1m7oZ,806104265.0,-0.302781034,-0.285244368,-0.162040658,-0.299193625,-0.24207995,-0.302775898,-0.214015115,1.0,11687.0,综艺,0.010294665,0.874805458,0.187460828,综艺
4037,8458.0,寂寞的小男人-D.J,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,-0.386095857,-0.0808679,-0.481702294,62518458.0,108.0,98.0,BV1qP4y1t72E,891064823.0,-0.309624579,-0.299019509,-0.161702862,-0.299492377,-0.233733301,-0.309619397,-0.216386714,1.0,2999.0,赛车,-0.592606905,-0.428286255,-0.373470178,运动
4066,8460.0,laurantX,0.0,0.0,1.0,0.0,0.836650855,0.0,0.0,-0.794473691,-0.082676539,-0.481379516,108181360.0,5.0,150057.0,BV13t411k7xS,38816933.0,0.902550939,0.681346054,1.67310367,0.149480279,0.217861942,0.901674453,0.487151892,1.0,3473118.0,法考,-0.589216679,-0.503526498,-0.379903902,知识
4083,8471.0,悠游大少,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,1.853479403,-0.081978223,1.352965342,1249295071.0,16.0,194.0,BV1vg411V7L9,505290449.0,-0.20916912,0.086565309,0.053194313,0.531882997,0.079272712,-0.211089696,0.257642332,0.0,11687.0,综艺,0.010294665,0.874805458,0.187660323,综艺
4545,8476.0,笨蛋小屋的公主大人,1.0,0.0,0.0,0.0,0.836650855,0.0,0.0,-0.789271426,-0.082578775,-0.460721753,287174776.0,17.0,547.0,BV1Zb411B71v,45306969.0,-0.09449244,-0.206093213,-0.152552989,-0.264789331,-0.224953003,-0.09424946,-0.160876001,0.0,49422.0,TED,0.075841566,-0.506001506,-0.39391845,知识
4581,8487.0,白河shirokawa,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,0.2069624,-0.082662573,-0.467177304,52717387.0,120.0,500.0,BV17p4y1h7Md,972077057.0,0.184457152,-0.127287859,-0.047131179,-0.14130512,-0.090610862,0.183941577,-0.095220967,1.0,47481.0,职场,-0.507313715,-0.29364582,-0.24873572,知识
4596,8489.0,轮回的法师,1.0,0.0,0.0,0.0,0.836650855,1.0,0.0,-0.628001198,-0.082718438,-0.424247889,57921489.0,286.0,442.0,BV1ja4y1W7yS,670458573.0,0.52270078,-0.063628045,-0.046675888,-0.097488142,-0.099552102,0.523334643,-0.033069778,1.0,4344.0,健身,0.26389541,-0.045650018,-0.230681393,运动
4614,8500.0,羽葵_F,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.365286795,-0.082669556,-0.504942278,62692100.0,26.0,1084.0,BV1Nf4y1G7ZS,292436159.0,2.674367129,1.304767951,3.070008741,5.578802191,9.109925814,2.676533271,1.12977866,0.0,105286.0,国家宝藏,-0.434883398,-0.505754005,-0.377709454,综艺
4656,8509.0,拉奎提欧,1.0,0.0,0.0,1.0,0.836650855,0.0,0.0,-0.269044885,-0.081922358,-0.343876277,98905909.0,9.0,76.0,BV1ox411Q7LT,9698642.0,-0.164997651,-0.178526667,-0.144122769,-0.30126099,-0.215122109,-0.16657913,-0.200550554,0.0,98890.0,C4D,-0.580746412,-0.493378965,-0.38898094,知识
4718,8516.0,巫小刀,0.0,0.0,1.0,0.0,0.836650855,1.0,1.0,-0.271646017,-0.082676539,-0.31837685,204713616.0,22.0,102.0,BV14v41167kg,243522799.0,-0.270888999,-0.253189517,-0.156151253,-0.283212378,-0.230465278,-0.270884077,-0.085994682,1.0,11291.0,最终幻想14,-0.648637248,-0.478281416,-0.384492295,游戏
4768,8558.0,Ayaya苏凉,0.0,0.0,1.0,0.0,0.836650855,1.0,1.0,0.498289263,-0.082460061,-0.389065135,62518558.0,358.0,245.0,BV1tU4y1A7km,675694807.0,0.451477832,-0.014798667,-0.143873093,0.253047682,0.459275441,0.451004973,0.227041057,0.0,47988.0,我的世界,0.244656367,-0.078320123,-0.132928679,游戏
4797,8569.0,魔兽肥扣扣,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,-0.651411393,0.029584749,-0.490417288,62033669.0,81.0,605.0,BV12q4y1n7Lk,547249016.0,-0.273648672,-0.241434703,-0.108360425,-0.193088821,-0.188964509,-0.273643733,-0.205768071,0.0,41917.0,心理学,-0.091755844,-0.476053909,-0.342249158,知识
4809,8574.0,我是个团子,0.0,0.0,1.0,1.0,-2.300212141,0.0,1.0,-0.86990654,-0.082739387,-0.508492831,62775374.0,25.0,44220.0,BV12x411D76u,9467312.0,0.155308099,0.141438185,0.189208716,-0.240889161,-0.166611408,0.156122473,-0.033069778,0.0,2618715.0,J.Fla,-0.58179876,-0.51019318,-0.395564286,音乐
4821,8589.0,bili_8589,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.80227709,-0.082718438,-0.498486727,61791589.0,56.0,430.0,BV1zx411Y7Ga,10843748.0,0.073285702,-0.171649871,-0.139349561,-0.272855638,-0.216382824,0.072665162,-0.01776914,0.0,4344.0,健身,0.263866641,-0.045650018,-0.230831014,运动
4830,8601.0,志村新八,1.0,0.0,0.0,0.0,-2.300212141,0.0,1.0,-0.851698611,-0.082753354,-0.513011717,62413101.0,11.0,300.0,BV1Ss411e7LA,4998922.0,-0.300383011,-0.25337553,-0.152435495,-0.30688948,-0.234394953,-0.300377891,-0.20789486,0.0,2296.0,魔兽世界,-0.541736853,-0.477538914,-0.378008697,游戏
4836,8669.0,我也是高达,0.0,0.0,1.0,1.0,0.836650855,1.0,0.0,-0.318466406,-0.082732404,-0.289972425,489864669.0,30.0,13251.0,BV1Z441187NT,50440426.0,-0.04116286,-0.075201319,0.047760199,-0.201055545,-0.200409297,-0.038611253,-0.113199215,2.0,11687.0,综艺,0.010290122,0.874805458,0.187460828,综艺
4860,8671.0,红成湮,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,-0.67742272,-0.082571792,-0.513980049,61968571.0,8.0,805.0,BV1bt411b7w6,41577024.0,-0.301167515,-0.274828036,-0.11401484,-0.280368258,-0.188964509,-0.30116239,-0.162956888,1.0,472990.0,明日之后,-0.649086956,-0.463183868,-0.389379931,游戏
4867,8695.0,灰机,1.0,0.0,0.0,1.0,0.836650855,1.0,0.0,-0.349679999,-0.08263464,-0.131811422,82227495.0,128.0,1084.0,BV1Nf4y1G7ZS,292436159.0,2.674489534,1.304899685,3.070140923,5.578802191,9.109925814,2.676533271,1.12977866,0.0,105286.0,国家宝藏,-0.434877341,-0.505754005,-0.377709454,综艺
5048,8707.0,Sanya·V·Litvyak,0.0,1.0,0.0,1.0,-0.731780643,1.0,0.0,0.030085376,-0.082557825,-0.321604625,61918407.0,604.0,84.0,BV1oP4y1378P,892238961.0,-0.299014302,-0.254256399,-0.161761609,-0.287132006,-0.237461799,-0.299009191,-0.149018007,0.0,18197.0,科比,-0.612603033,-0.498081481,-0.386038384,运动
5063,8713.0,千人斩,1.0,0.0,0.0,0.0,0.836650855,0.0,1.0,-0.505747961,-0.082690505,-0.503973945,168909513.0,5.0,248.0,BV1HW411B7js,17934399.0,-0.310898703,-0.304300657,-0.162892492,-0.31248212,-0.242576189,-0.310893512,-0.216386714,0.0,26583.0,拳击,-0.630215857,-0.483231433,-0.380901379,运动
5084,8720.0,尤利乌斯Alter,0.0,0.0,1.0,1.0,0.836650855,1.0,0.0,-0.284651681,-0.082487994,-0.511075051,823441920.0,17.0,120938.0,BV1P44y1a7SX,977161632.0,1.371116817,-0.100591408,-0.129259733,0.105663301,0.258097525,1.369035396,-0.135354538,1.0,337310.0,AE教程,-0.527415834,-0.501546492,-0.395314917,知识
5095,8729.0,阿尔托莉雅,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.711237445,-0.077194758,-0.498809504,1270249129.0,6.0,6248.0,BV1K64y1r7pp,761128481.0,2.012190116,0.344354591,0.056102299,0.603583506,1.004691124,2.014438603,0.074034684,0.0,14379.0,PR,-0.363882457,-0.494368969,-0.390576903,知识
5142,8742.0,玥玲大可爱开导人生,1.0,0.0,0.0,1.0,-2.300212141,1.0,0.0,-0.250836956,-0.080253382,-0.435545103,80358542.0,26.0,195.0,BV1ns411z7xD,4312512.0,-0.287664031,-0.270649346,-0.149968113,-0.307718019,-0.238682278,-0.287658997,-0.197719936,0.0,641033.0,国内综艺,-0.522376677,-0.242908155,-0.246840515,综艺
5188,8744.0,管家厨波里斯,0.0,0.0,1.0,1.0,0.836650855,0.0,1.0,-0.539562686,0.032273266,-0.4068179,63083944.0,340.0,293.0,BV1eP4y1V7EP,892030399.0,-0.274288516,-0.232168806,-0.156444989,-0.252839246,-0.231010694,-0.274283572,-0.167776589,2.0,20057.0,魔兽争霸,-0.673651335,-0.483478933,-0.388133085,游戏
5206,8795.0,清兰铃瑚,0.0,0.0,1.0,1.0,-2.300212141,0.0,0.0,-0.875108805,-0.082746371,-0.515593937,62007995.0,3.0,90.0,BV1Zv411t7gW,245437768.0,0.042495311,0.043307585,-0.120036426,0.225164151,-0.005669075,0.044846058,-0.033069778,3.0,7945544.0,原神,-0.103448264,-0.083022639,0.328853146,游戏
5207,8797.0,白刃战的骑兵,0.0,0.0,1.0,1.0,-0.731780643,1.0,0.0,-0.885513336,-0.082746371,-0.451361203,50979997.0,202.0,594.0,BV1w44y1m79B,974314686.0,0.066386518,0.717594435,0.78818025,0.770884695,0.378804275,0.067101341,1.037974836,0.0,7945544.0,原神,-0.103446749,-0.083022639,0.328853146,游戏
5236,8807.0,夏目天子,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,-0.373090193,-0.082718438,-0.489771733,136662407.0,2.0,31218.0,BV1Hx411z7UX,11930774.0,-0.296438235,-0.299034552,-0.1622169,-0.311721298,-0.242066538,-0.296433142,-0.21533097,0.0,28784.0,编程,-0.027620149,-0.395368648,-0.361350836,知识
5277,8809.0,Aichyan,0.0,0.0,1.0,1.0,-0.731780643,1.0,0.0,-0.487540032,-0.082711455,-0.440063989,46335609.0,72.0,119.0,BV1KU4y1H7vv,674417053.0,-0.286000438,-0.279765009,-0.160777594,-0.293597002,-0.22637466,-0.285995415,-0.192731928,0.0,98890.0,C4D,-0.580744898,-0.493378965,-0.38898094,知识
5306,8825.0,龍奕,1.0,0.0,0.0,0.0,0.836650855,0.0,1.0,-0.531759288,-0.082739387,-0.431671772,48291125.0,115.0,687.0,BV1Cq4y1o7J4,590768211.0,-0.300789172,-0.226585565,-0.12157854,-0.18910546,-0.21772401,-0.30078405,-0.184806198,1.0,4346.0,脱口秀,-0.438082839,-0.470608892,-0.359854621,综艺
5360,8893.0,氪兰纳德,1.0,0.0,0.0,0.0,-0.731780643,1.0,0.0,0.134130685,-0.082739387,-0.44393732,61905093.0,225.0,1125.0,BV1Xg411c71y,505623244.0,-0.275128659,-0.232375149,-0.099107744,-0.268772692,-0.222570162,-0.275123709,-0.01776914,0.0,11291.0,最终幻想14,-0.648635734,-0.478281416,-0.384492295,游戏
5386,8922.0,羊乙,0.0,0.0,1.0,0.0,0.836650855,1.0,1.0,-0.71643971,-0.082669556,-0.451038426,292364522.0,30.0,1972.0,BV1xU4y137L6,674101698.0,0.037026039,0.594501881,0.565719376,0.882418821,0.548687848,0.039282238,0.425949342,0.0,1404375.0,王者荣耀,0.890427115,0.23501589,0.079084987,游戏
5436,8926.0,しもなの霜,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.690428383,-0.082299448,-0.507847276,62493926.0,11.0,51.0,BV1qK411N7D8,499884724.0,-0.22683437,-0.239109843,-0.162334394,-0.240889161,-0.237175679,-0.227781158,-0.207772455,0.0,335752.0,PS教程,-0.033425477,-0.486201442,-0.388133085,知识
5444,8944.0,青空に似ている,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,-0.651411393,-0.082739387,-0.031750379,56582144.0,1433.0,1519.0,BV1964y1S7BV,757567700.0,-0.310153146,-0.298271593,-0.159338288,-0.307769803,-0.240170995,-0.31014796,-0.215376872,1.0,97199.0,战舰世界,-0.657490599,-0.485211439,-0.393818702,游戏
5469,9014.0,maia,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,-0.263842619,-0.082739387,-0.378413475,59746014.0,428.0,117510.0,BV1Vb4y1b7ZM,634300887.0,-0.172692466,-0.268740017,-0.157987103,-0.286359234,-0.22010238,-0.172142951,-0.184714394,1.0,32613.0,面试,-0.550154124,-0.477538914,-0.375265636,知识
5484,9043.0,100082685,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,4.308948678,-0.082718438,-0.409722899,1320861443.0,35.0,108973.0,BV1xs411Q799,4050443.0,4.406390606,3.101045523,4.258199778,0.611550229,0.240215044,4.406881524,1.267484396,0.0,28784.0,编程,-0.027621663,-0.395368648,-0.361350836,知识
5504,9063.0,凩云_,0.0,0.0,1.0,1.0,0.836650855,0.0,1.0,-0.248235823,-0.082746371,-0.189265827,61653463.0,1013.0,220.0,BV16W411N71U,24370688.0,-0.307743995,-0.293224639,-0.161306318,-0.310701557,-0.24215148,-0.307738826,-0.205768071,0.0,11687.0,综艺,0.010287094,0.874805458,0.187460828,综艺
5518,9095.0,上帝偏爱步兵,1.0,0.0,0.0,0.0,0.836650855,0.0,0.0,-0.859502009,-0.082753354,-0.511075051,909623795.0,12.0,61324.0,BV1KW411w7LX,24682730.0,0.065201416,0.801298339,1.55004302,-0.001887463,0.1865676,0.067101341,-0.128958872,0.0,42390.0,黑暗之魂,-0.666587732,-0.478776418,-0.379305416,游戏
5529,9096.0,snakelie,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,-0.445921909,-0.082327381,-0.50203728,62418296.0,45.0,4199.0,BV1QF411h7ri,294342448.0,0.095262942,-0.164868826,-0.149439388,-0.232922438,-0.148728926,0.094920445,-0.164471651,2.0,4344.0,健身,0.263866641,-0.045650018,-0.230831014,运动
5543,9109.0,夕阳红专列,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,-0.243033558,-0.082746371,-0.49009451,983822209.0,8.0,756.0,BV1ou411f7R4,505777291.0,0.347372482,-0.039369689,-0.136074406,-0.085538057,-0.059316519,0.345292379,-0.033069778,0.0,32613.0,面试,-0.55015261,-0.477538914,-0.375265636,知识
5558,9110.0,罐子,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.490141165,-0.082055038,-0.448778983,62634510.0,81.0,726.0,BV1St4y1v77R,627414260.0,-0.1913147,0.000684136,-0.087299562,0.085746493,0.025625267,-0.188834413,-0.033069778,0.0,14898.0,TES,-0.669585788,-0.50105149,-0.357261182,游戏
5648,9149.0,夜鸣鸟,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.682624985,-0.082704472,-0.501714502,712553049.0,16.0,3683.0,BV1W4411x7kU,51125990.0,-0.044328695,-0.070313543,-0.059218411,-0.101471504,-0.036963417,-0.044175073,0.012832134,0.0,31864.0,公开课,0.507339103,0.181555717,-0.051285213,知识
5682,9151.0,好人团长,0.0,0.0,1.0,0.0,-2.300212141,1.0,0.0,-0.859502009,-0.082732404,-0.507524498,62141951.0,28.0,121.0,BV1ix411c73L,34026.0,-0.30623619,-0.304356156,-0.155637216,-0.312474153,-0.242495717,-0.306231031,-0.216356112,0.0,290.0,VOCALOID,-0.324866842,-0.419871228,-0.347286415,音乐
5684,9167.0,ads2ch,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,-0.656613658,-0.082746371,-0.484607292,62149367.0,64.0,562.0,BV1wb4y1m7rZ,633056059.0,0.309282309,-0.125015652,-0.124633393,-0.037737717,-0.06825776,0.311909454,-0.12531732,2.0,8859.0,考试,-0.253066419,-0.146135343,-0.208537411,知识
5767,9176.0,dps010,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,-0.856900876,-0.082697488,-0.514302827,116442876.0,2.0,1225.0,BV1ts411e7Ke,7518506.0,-0.300839247,-0.281688568,-0.150658392,-0.307275866,-0.240962295,-0.300834124,-0.212393247,0.0,212197.0,战争雷霆,-0.648078519,-0.480508924,-0.387135608,游戏
5769,9195.0,阿静-mrxie01,1.0,0.0,0.0,1.0,0.836650855,0.0,1.0,4.308948678,-0.081852526,-0.175063614,1167532095.0,107.0,173.0,BV18E411N79f,97772326.0,-0.236326312,0.527748556,0.319186846,-0.009854186,-0.226835134,-0.2389088,-0.033069778,1.0,11687.0,综艺,0.010288608,0.874805458,0.187460828,综艺
5856,9256.0,SSR丶尧,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.341876601,-0.082432128,-0.497841172,62653056.0,52.0,483.0,BV1s7411s7Lq,86443361.0,0.21168111,-0.133323022,-0.138747402,-0.097488142,-0.06378714,0.211760681,-0.067343205,0.0,14379.0,PR,-0.363879429,-0.494368969,-0.390576903,知识
5874,9270.0,上海人形,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,-0.817883886,-0.082725421,-0.482025071,62649870.0,81.0,1836.0,BV1AT4y1A7kj,927068885.0,-0.235285871,-0.097253539,-0.059732449,-0.077571334,-0.036963417,-0.233344979,-0.183245533,0.0,47481.0,职场,-0.507316743,-0.29364582,-0.248835468,知识
5882,9272.0,旅人1969,0.0,0.0,1.0,0.0,0.836650855,0.0,0.0,-0.799675957,-0.082725421,-0.410045676,62758772.0,317.0,22.0,BV1wK411V72V,500282164.0,-0.288977102,-0.257483474,-0.162246273,-0.28771756,-0.238159216,-0.288972059,-0.184178872,1.0,11687.0,综艺,0.010291637,0.874805458,0.187460828,综艺
5896,9275.0,我甜蜜苦涩的委内瑞拉,1.0,0.0,0.0,0.0,-3.868643638,0.0,1.0,-0.877709938,-0.082753354,-0.515593937,62035475.0,3.0,59501.0,BV19x41127BP,10281109.0,0.066497795,-0.111263483,-0.046558394,-0.260805969,-0.171082028,0.067101341,-0.15509236,0.0,28784.0,编程,-0.027620149,-0.395368648,-0.361350836,知识
5898,9289.0,喧嚣的梦,1.0,0.0,0.0,1.0,-0.731780643,0.0,1.0,-0.734647639,-0.082627657,-0.473310077,61792289.0,134.0,378.0,BV1Lv411P7F6,250253272.0,0.105188865,0.062116264,-0.157017774,-0.121388312,-0.090610862,0.106048087,-0.127459409,3.0,90439.0,游戏攻略,-0.67640561,-0.419623727,-0.359854621,游戏
5904,9442.0,冰海风雨,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,0.352625832,-0.074506241,-0.387128469,47451742.0,401.0,919.0,BV1CP4y1V75C,892025405.0,-0.190880719,-0.171221126,-0.084391576,0.081763132,-0.036963417,-0.188834413,-0.184898002,0.0,5681110.0,动物森友会,-0.629431517,-0.499813986,-0.386537122,游戏
5927,9519.0,星矢,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,-0.797074824,-0.082508943,-0.487835067,61888519.0,85.0,1238.0,BV1n441127jG,66583807.0,6.850476648,2.575645667,1.7762784,3.893840218,4.916483928,6.849398831,4.924336719,0.0,105286.0,国家宝藏,-0.434883398,-0.505754005,-0.377709454,综艺
5947,9531.0,青山由香里,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,-0.877709938,-0.082739387,-0.511075051,62147431.0,17.0,13872.0,BV1Lx411g7pX,15385520.0,-0.3074046,-0.298341933,-0.150658392,-0.312267018,-0.241977125,-0.307399433,-0.210113452,0.0,1404375.0,王者荣耀,0.890427115,0.23501589,0.079084987,游戏
5950,9547.0,她的猫,0.0,0.0,1.0,0.0,-2.300212141,0.0,0.0,-0.815282753,-0.082669556,-0.478474518,121735947.0,17.0,730.0,BV1qs411o7us,827537.0,-0.302252467,-0.261568649,-0.124501212,-0.30929543,-0.241159002,-0.302247335,-0.211444608,0.0,641033.0,国内综艺,-0.522378191,-0.242908155,-0.246840515,综艺
6013,9562.0,珈乐的舔狗,0.0,1.0,0.0,1.0,-0.731780643,1.0,1.0,-0.243033558,-0.08263464,-0.406495123,62338762.0,341.0,1855.0,BV1wJ411D79P,75609143.0,1.631583272,0.627775067,0.04706992,-0.073587972,-0.121905204,1.630534971,0.701360814,1.0,4344.0,健身,0.263866641,-0.045650018,-0.230831014,运动
6020,9574.0,杰洛ZERO,1.0,0.0,0.0,0.0,0.836650855,1.0,0.0,-0.74505217,-0.082662573,-0.503973945,62776274.0,39.0,10464.0,BV1Gp4y1s79x,971418826.0,1.893891364,0.91410853,2.870753002,1.87825923,3.253413159,1.892034546,0.961471649,1.0,4610466.0,明日方舟,-0.097150831,-0.122375266,-0.255568436,游戏
6035,9598.0,悲剧的小忧娘,1.0,0.0,0.0,0.0,0.836650855,1.0,1.0,1.135566776,-0.081978223,-0.234777462,49977898.0,873.0,657.0,BV1g34y1Z7XR,806540832.0,-0.105609029,-0.25130438,-0.157605246,-0.252839246,-0.198518225,-0.105377102,-0.19518003,1.0,32613.0,面试,-0.55015261,-0.477538914,-0.375265636,知识
6046,9610.0,Chastity,0.0,0.0,1.0,0.0,0.836650855,0.0,0.0,-0.607192137,-0.082732404,-0.48622118,57909010.0,90.0,149133.0,BV1dj411f7vb,91104907.0,2.724931472,1.346053935,2.846372924,0.643417122,0.32068621,2.726607658,0.793164638,1.0,3473118.0,法考,-0.589218193,-0.503526498,-0.379903902,知识
6059,9631.0,超级角击,0.0,1.0,0.0,0.0,0.836650855,0.0,1.0,-0.099971259,-0.082320398,-0.496550061,52941531.0,38.0,85.0,BV1gK411H77k,498759880.0,-0.228025036,-0.234203567,-0.159132673,-0.232922438,-0.232843648,-0.227781158,-0.143968797,0.0,33450.0,独立游戏,-0.38793656,-0.109505224,-0.045599596,游戏
6128,9659.0,阿拉密斯,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.365286795,-0.082746371,-0.386160137,1099010859.0,5.0,9436.0,BV1HT4y1A7Ea,927132084.0,0.329985425,0.113732994,0.014568044,0.0538796,0.289391868,0.328600917,0.135237233,0.0,7945544.0,原神,-0.103464919,-0.083022639,0.328853146,游戏
6161,9670.0,Superhotdog,0.0,0.0,1.0,0.0,-2.300212141,0.0,0.0,-0.846496346,-0.082739387,-0.494290619,62650270.0,52.0,39452.0,BV1Jx411o7aW,56685098.0,0.693110627,0.717453959,1.189966883,0.32076483,0.521864126,0.695813086,0.104635958,1.0,19890.0,游戏解说,-0.618085842,-0.406011183,-0.30220047,游戏
6209,9672.0,紫夜梦音,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.682624985,-0.082494977,-0.465886193,55675272.0,156.0,19222.0,BV1pQ4y1T7gw,710403629.0,-0.173738472,-0.252576792,-0.106201466,-0.289235221,-0.234077539,-0.172142951,-0.141306486,2.0,11687.0,综艺,0.010290122,0.874805458,0.187460828,综艺
